run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
ERR2730148	SAMEA4821212	ERX2743377	PRJEB27564	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/008/ERR2730148/ERR2730148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/008/ERR2730148/ERR2730148_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR273/008/ERR2730148	
ERR2730149	SAMEA4821213	ERX2743378	PRJEB27564	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/009/ERR2730149/ERR2730149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/009/ERR2730149/ERR2730149_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR273/009/ERR2730149	
ERR2730152	SAMEA4821216	ERX2743381	PRJEB27564	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/002/ERR2730152/ERR2730152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/002/ERR2730152/ERR2730152_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR273/002/ERR2730152	
ERR2730156	SAMEA4821220	ERX2743385	PRJEB27564	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/006/ERR2730156/ERR2730156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/006/ERR2730156/ERR2730156_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR273/006/ERR2730156	
ERR2730159	SAMEA4821223	ERX2743388	PRJEB27564	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/009/ERR2730159/ERR2730159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/009/ERR2730159/ERR2730159_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR273/009/ERR2730159	
ERR2730167	SAMEA4821231	ERX2743396	PRJEB27564	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/007/ERR2730167/ERR2730167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/007/ERR2730167/ERR2730167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR273/007/ERR2730167	
ERR2730170	SAMEA4821234	ERX2743399	PRJEB27564	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/000/ERR2730170/ERR2730170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/000/ERR2730170/ERR2730170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR273/000/ERR2730170	
ERR2730171	SAMEA4821235	ERX2743400	PRJEB27564	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/001/ERR2730171/ERR2730171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/001/ERR2730171/ERR2730171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR273/001/ERR2730171	
ERR2730178	SAMEA4821242	ERX2743407	PRJEB27564	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/008/ERR2730178/ERR2730178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/008/ERR2730178/ERR2730178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR273/008/ERR2730178	
ERR2730181	SAMEA4821245	ERX2743410	PRJEB27564	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/001/ERR2730181/ERR2730181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/001/ERR2730181/ERR2730181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR273/001/ERR2730181	
