run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
SRR5748395	SAMN07270107	SRX2949120	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/005/SRR5748395/SRR5748395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/005/SRR5748395/SRR5748395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/005/SRR5748395	
SRR5748396	SAMN07270104	SRX2949119	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/006/SRR5748396/SRR5748396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/006/SRR5748396/SRR5748396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/006/SRR5748396	
SRR5748397	SAMN07270105	SRX2949118	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/007/SRR5748397/SRR5748397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/007/SRR5748397/SRR5748397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/007/SRR5748397	
SRR5748402	SAMN07270108	SRX2949113	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/002/SRR5748402/SRR5748402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/002/SRR5748402/SRR5748402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/002/SRR5748402	
SRR5748404	SAMN07270113	SRX2949111	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/004/SRR5748404/SRR5748404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/004/SRR5748404/SRR5748404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/004/SRR5748404	
SRR5748406	SAMN07270111	SRX2949109	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/006/SRR5748406/SRR5748406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/006/SRR5748406/SRR5748406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/006/SRR5748406	
SRR5748410	SAMN07270115	SRX2949105	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/000/SRR5748410/SRR5748410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/000/SRR5748410/SRR5748410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/000/SRR5748410	
SRR5748412	SAMN07270119	SRX2949103	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/002/SRR5748412/SRR5748412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/002/SRR5748412/SRR5748412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/002/SRR5748412	
SRR5748414	SAMN07270078	SRX2949101	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/004/SRR5748414/SRR5748414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/004/SRR5748414/SRR5748414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/004/SRR5748414	
SRR5748416	SAMN07270074	SRX2949099	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/006/SRR5748416/SRR5748416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/006/SRR5748416/SRR5748416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/006/SRR5748416	
SRR5748418	SAMN07270076	SRX2949097	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/008/SRR5748418/SRR5748418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/008/SRR5748418/SRR5748418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/008/SRR5748418.lite	
SRR5748423	SAMN07270073	SRX2949092	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/003/SRR5748423/SRR5748423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/003/SRR5748423/SRR5748423_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/003/SRR5748423	
SRR5748426	SAMN07270124	SRX2949089	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/006/SRR5748426/SRR5748426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/006/SRR5748426/SRR5748426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/006/SRR5748426	
SRR5748427	SAMN07270125	SRX2949088	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/007/SRR5748427/SRR5748427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/007/SRR5748427/SRR5748427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/007/SRR5748427	
SRR5748429	SAMN07270127	SRX2949086	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/009/SRR5748429/SRR5748429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/009/SRR5748429/SRR5748429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/009/SRR5748429	
SRR5748430	SAMN07270120	SRX2949085	PRJNA391524	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/000/SRR5748430/SRR5748430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR574/000/SRR5748430/SRR5748430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR574/000/SRR5748430	
