run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
ERR3507009	SAMEA5934519	ERX3528223	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507009/ERR3507009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507009/ERR3507009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/009/ERR3507009	
ERR3507010	SAMEA5934520	ERX3528224	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3507010/ERR3507010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3507010/ERR3507010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/000/ERR3507010	
ERR3507012	SAMEA5934522	ERX3528226	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/002/ERR3507012/ERR3507012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/002/ERR3507012/ERR3507012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/002/ERR3507012	
ERR3507031	SAMEA5934541	ERX3528245	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507031/ERR3507031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507031/ERR3507031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/001/ERR3507031	
ERR3507034	SAMEA5934544	ERX3528248	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3507034/ERR3507034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3507034/ERR3507034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/004/ERR3507034	
ERR3507037	SAMEA5934547	ERX3528251	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/007/ERR3507037/ERR3507037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/007/ERR3507037/ERR3507037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/007/ERR3507037	
ERR3507044	SAMEA5934554	ERX3528258	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3507044/ERR3507044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3507044/ERR3507044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/004/ERR3507044	
ERR3507045	SAMEA5934555	ERX3528259	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/005/ERR3507045/ERR3507045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/005/ERR3507045/ERR3507045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/005/ERR3507045	
ERR3507047	SAMEA5934557	ERX3528261	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/007/ERR3507047/ERR3507047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/007/ERR3507047/ERR3507047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/007/ERR3507047	
ERR3507049	SAMEA5934559	ERX3528263	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507049/ERR3507049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507049/ERR3507049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/009/ERR3507049	
ERR3507051	SAMEA5934561	ERX3528265	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507051/ERR3507051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507051/ERR3507051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/001/ERR3507051	
ERR3507054	SAMEA5934564	ERX3528268	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3507054/ERR3507054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3507054/ERR3507054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/004/ERR3507054	
ERR3507055	SAMEA5934565	ERX3528269	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/005/ERR3507055/ERR3507055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/005/ERR3507055/ERR3507055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/005/ERR3507055	
ERR3507061	SAMEA5934571	ERX3528275	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507061/ERR3507061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507061/ERR3507061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/001/ERR3507061	
ERR3507064	SAMEA5934574	ERX3528278	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3507064/ERR3507064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3507064/ERR3507064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/004/ERR3507064	
ERR3507065	SAMEA5934575	ERX3528279	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/005/ERR3507065/ERR3507065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/005/ERR3507065/ERR3507065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/005/ERR3507065	
ERR3507066	SAMEA5934576	ERX3528280	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/006/ERR3507066/ERR3507066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/006/ERR3507066/ERR3507066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/006/ERR3507066	
ERR3507072	SAMEA5934582	ERX3528286	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/002/ERR3507072/ERR3507072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/002/ERR3507072/ERR3507072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/002/ERR3507072	
ERR3507011	SAMEA5934521	ERX3528225	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507011/ERR3507011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507011/ERR3507011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/001/ERR3507011	
ERR3507014	SAMEA5934524	ERX3528228	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3507014/ERR3507014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3507014/ERR3507014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/004/ERR3507014	
ERR3507015	SAMEA5934525	ERX3528229	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/005/ERR3507015/ERR3507015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/005/ERR3507015/ERR3507015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/005/ERR3507015	
ERR3507019	SAMEA5934529	ERX3528233	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507019/ERR3507019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507019/ERR3507019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/009/ERR3507019	
ERR3507021	SAMEA5934531	ERX3528235	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507021/ERR3507021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507021/ERR3507021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/001/ERR3507021	
ERR3507022	SAMEA5934532	ERX3528236	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/002/ERR3507022/ERR3507022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/002/ERR3507022/ERR3507022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/002/ERR3507022	
ERR3507028	SAMEA5934538	ERX3528242	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/008/ERR3507028/ERR3507028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/008/ERR3507028/ERR3507028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/008/ERR3507028	
ERR3507029	SAMEA5934539	ERX3528243	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507029/ERR3507029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507029/ERR3507029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/009/ERR3507029	
ERR3507039	SAMEA5934549	ERX3528253	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507039/ERR3507039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507039/ERR3507039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/009/ERR3507039	
ERR3507040	SAMEA5934550	ERX3528254	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3507040/ERR3507040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3507040/ERR3507040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/000/ERR3507040	
ERR3507041	SAMEA5934551	ERX3528255	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507041/ERR3507041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3507041/ERR3507041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/001/ERR3507041	
ERR3507048	SAMEA5934558	ERX3528262	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/008/ERR3507048/ERR3507048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/008/ERR3507048/ERR3507048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/008/ERR3507048	
ERR3507050	SAMEA5934560	ERX3528264	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3507050/ERR3507050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3507050/ERR3507050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/000/ERR3507050	
ERR3507053	SAMEA5934563	ERX3528267	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/003/ERR3507053/ERR3507053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/003/ERR3507053/ERR3507053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/003/ERR3507053	
ERR3507057	SAMEA5934567	ERX3528271	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/007/ERR3507057/ERR3507057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/007/ERR3507057/ERR3507057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/007/ERR3507057	
ERR3507058	SAMEA5934568	ERX3528272	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/008/ERR3507058/ERR3507058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/008/ERR3507058/ERR3507058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/008/ERR3507058	
ERR3507067	SAMEA5934577	ERX3528281	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/007/ERR3507067/ERR3507067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/007/ERR3507067/ERR3507067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/007/ERR3507067	
ERR3507069	SAMEA5934579	ERX3528283	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507069/ERR3507069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3507069/ERR3507069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/009/ERR3507069	
ERR3507013	SAMEA5934523	ERX3528227	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/003/ERR3507013/ERR3507013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/003/ERR3507013/ERR3507013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/003/ERR3507013	
ERR3507016	SAMEA5934526	ERX3528230	PRJEB34168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/006/ERR3507016/ERR3507016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/006/ERR3507016/ERR3507016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR350/006/ERR3507016	
