run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
ERR2105378	SAMEA104228119	ERX2162656	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/008/ERR2105378/ERR2105378.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/008/ERR2105378	
ERR2105388	SAMEA104228129	ERX2162666	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/008/ERR2105388/ERR2105388.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/008/ERR2105388	
ERR2105389	SAMEA104228130	ERX2162667	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/009/ERR2105389/ERR2105389.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/009/ERR2105389	
ERR2105396	SAMEA104228137	ERX2162674	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/006/ERR2105396/ERR2105396.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/006/ERR2105396	
ERR2105399	SAMEA104228140	ERX2162677	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/009/ERR2105399/ERR2105399.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/009/ERR2105399	
ERR2105402	SAMEA104228143	ERX2162680	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/002/ERR2105402/ERR2105402.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/002/ERR2105402	
ERR2105403	SAMEA104228144	ERX2162681	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/003/ERR2105403/ERR2105403.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/003/ERR2105403	
ERR2105406	SAMEA104228147	ERX2162684	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/006/ERR2105406/ERR2105406.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/006/ERR2105406	
ERR2105408	SAMEA104228149	ERX2162686	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/008/ERR2105408/ERR2105408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/008/ERR2105408	
ERR2105410	SAMEA104228151	ERX2162688	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/000/ERR2105410/ERR2105410.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/000/ERR2105410	
ERR2105419	SAMEA104228160	ERX2162697	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/009/ERR2105419/ERR2105419.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/009/ERR2105419	
ERR2105420	SAMEA104228161	ERX2162698	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/000/ERR2105420/ERR2105420.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/000/ERR2105420	
ERR2105425	SAMEA104228166	ERX2162703	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/005/ERR2105425/ERR2105425.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/005/ERR2105425	
ERR2105427	SAMEA104228168	ERX2162705	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/007/ERR2105427/ERR2105427.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/007/ERR2105427	
ERR2105428	SAMEA104228169	ERX2162706	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/008/ERR2105428/ERR2105428.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/008/ERR2105428	
ERR2105432	SAMEA104228454	ERX2162710	PRJEB99111	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/002/ERR2105432/ERR2105432.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR210/002/ERR2105432	
